id,status,slug,platform,durationSeconds,title,hook,dialogue,evidence
"DGR-VM-075","SCRIPTED_WAITING_FOR_VM_FOOTAGE","offline-help-myth-check","YouTube Shorts","20","Documentation: Myth check — offline help","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: Dagric includes an offline manual and guide that work without a network connection.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-076","SCRIPTED_WAITING_FOR_VM_FOOTAGE","offline-help-quiet-demo","Snapchat Spotlight","12","Documentation: Quiet demo — offline help","Watch the workflow.","Watch the workflow. Dagric includes an offline manual and guide that work without a network connection.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-077","SCRIPTED_WAITING_FOR_VM_FOOTAGE","offline-help-proof-card","TikTok","16","Documentation: Proof card — offline help","Dagric includes an offline manual and guide that work without a network connection.","Dagric includes an offline manual and guide that work without a network connection. The evidence path is included below so you can check it.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-078","SCRIPTED_WAITING_FOR_VM_FOOTAGE","offline-help-before-you-install","Instagram Reels","27","Documentation: Before you install — offline help","Before you install anything, this is worth checking on your own hardware: Dagric includes an offline manual and guide that work without a network connection.","Before you install anything, this is worth checking on your own hardware: Dagric includes an offline manual and guide that work without a network connection.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-079","SCRIPTED_WAITING_FOR_VM_FOOTAGE","offline-help-honest-limitation","YouTube Shorts","22","Documentation: Honest limitation — offline help","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. Dagric includes an offline manual and guide that work without a network connection. We will show both.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-080","SCRIPTED_WAITING_FOR_VM_FOOTAGE","offline-help-founder-voice","Snapchat Spotlight","36","Documentation: Founder-style voice — offline help","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. Dagric includes an offline manual and guide that work without a network connection. Here is the real interface, not a mockup.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-081","SCRIPTED_WAITING_FOR_VM_FOOTAGE","task-manager-shortcut-human-question","TikTok","18","Familiar controls: Human question — task manager shortcut","You might be wondering, “Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it.” Let’s look at the actual screen and the limitation that goes with it.","docs/EDITIONS.md — The first hour"
"DGR-VM-082","SCRIPTED_WAITING_FOR_VM_FOOTAGE","task-manager-shortcut-screen-first","Instagram Reels","14","Familiar controls: Screen first — task manager shortcut","Here it is on a running Dagric system: Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it.","Here it is on a running Dagric system: Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it.","docs/EDITIONS.md — The first hour"
"DGR-VM-083","SCRIPTED_WAITING_FOR_VM_FOOTAGE","task-manager-shortcut-three-beats","YouTube Shorts","24","Familiar controls: Three-beat explainer — task manager shortcut","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it.","docs/EDITIONS.md — The first hour"
"DGR-VM-084","SCRIPTED_WAITING_FOR_VM_FOOTAGE","task-manager-shortcut-owner-scenario","Snapchat Spotlight","30","Familiar controls: Owner scenario — task manager shortcut","Imagine this is the PC you already use.","Imagine this is the PC you already use. Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it. Here is the cautious way to try it.","docs/EDITIONS.md — The first hour"
"DGR-VM-085","SCRIPTED_WAITING_FOR_VM_FOOTAGE","task-manager-shortcut-myth-check","TikTok","20","Familiar controls: Myth check — task manager shortcut","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it.","docs/EDITIONS.md — The first hour"
"DGR-VM-086","SCRIPTED_WAITING_FOR_VM_FOOTAGE","task-manager-shortcut-quiet-demo","Instagram Reels","12","Familiar controls: Quiet demo — task manager shortcut","Watch the workflow.","Watch the workflow. Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it.","docs/EDITIONS.md — The first hour"
"DGR-VM-087","SCRIPTED_WAITING_FOR_VM_FOOTAGE","task-manager-shortcut-proof-card","YouTube Shorts","16","Familiar controls: Proof card — task manager shortcut","Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it.","Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it. The evidence path is included below so you can check it.","docs/EDITIONS.md — The first hour"
"DGR-VM-088","SCRIPTED_WAITING_FOR_VM_FOOTAGE","task-manager-shortcut-before-you-install","Snapchat Spotlight","27","Familiar controls: Before you install — task manager shortcut","Before you install anything, this is worth checking on your own hardware: Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it.","Before you install anything, this is worth checking on your own hardware: Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it.","docs/EDITIONS.md — The first hour"
"DGR-VM-089","SCRIPTED_WAITING_FOR_VM_FOOTAGE","task-manager-shortcut-honest-limitation","TikTok","22","Familiar controls: Honest limitation — task manager shortcut","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it. We will show both.","docs/EDITIONS.md — The first hour"
"DGR-VM-090","SCRIPTED_WAITING_FOR_VM_FOOTAGE","task-manager-shortcut-founder-voice","Instagram Reels","36","Familiar controls: Founder-style voice — task manager shortcut","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. Ctrl+Shift+Esc opens the Task Manager; Ctrl+Esc is not advertised because Plasma 6 does not bind it. Here is the real interface, not a mockup.","docs/EDITIONS.md — The first hour"
"DGR-VM-091","SCRIPTED_WAITING_FOR_VM_FOOTAGE","wayland-x11-rescue-human-question","YouTube Shorts","18","Compatibility: Human question — wayland x11 rescue","You might be wondering, “Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems.” Let’s look at the actual screen and the limitation that goes with it.","docs/EDITIONS.md — Sessions"
"DGR-VM-092","SCRIPTED_WAITING_FOR_VM_FOOTAGE","wayland-x11-rescue-screen-first","Snapchat Spotlight","14","Compatibility: Screen first — wayland x11 rescue","Here it is on a running Dagric system: Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems.","Here it is on a running Dagric system: Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems.","docs/EDITIONS.md — Sessions"
"DGR-VM-093","SCRIPTED_WAITING_FOR_VM_FOOTAGE","wayland-x11-rescue-three-beats","TikTok","24","Compatibility: Three-beat explainer — wayland x11 rescue","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems.","docs/EDITIONS.md — Sessions"
"DGR-VM-094","SCRIPTED_WAITING_FOR_VM_FOOTAGE","wayland-x11-rescue-owner-scenario","Instagram Reels","30","Compatibility: Owner scenario — wayland x11 rescue","Imagine this is the PC you already use.","Imagine this is the PC you already use. Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems. Here is the cautious way to try it.","docs/EDITIONS.md — Sessions"
"DGR-VM-095","SCRIPTED_WAITING_FOR_VM_FOOTAGE","wayland-x11-rescue-myth-check","YouTube Shorts","20","Compatibility: Myth check — wayland x11 rescue","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems.","docs/EDITIONS.md — Sessions"
"DGR-VM-096","SCRIPTED_WAITING_FOR_VM_FOOTAGE","wayland-x11-rescue-quiet-demo","Snapchat Spotlight","12","Compatibility: Quiet demo — wayland x11 rescue","Watch the workflow.","Watch the workflow. Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems.","docs/EDITIONS.md — Sessions"
"DGR-VM-097","SCRIPTED_WAITING_FOR_VM_FOOTAGE","wayland-x11-rescue-proof-card","TikTok","16","Compatibility: Proof card — wayland x11 rescue","Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems.","Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems. The evidence path is included below so you can check it.","docs/EDITIONS.md — Sessions"
"DGR-VM-098","SCRIPTED_WAITING_FOR_VM_FOOTAGE","wayland-x11-rescue-before-you-install","Instagram Reels","27","Compatibility: Before you install — wayland x11 rescue","Before you install anything, this is worth checking on your own hardware: Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems.","Before you install anything, this is worth checking on your own hardware: Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems.","docs/EDITIONS.md — Sessions"
"DGR-VM-099","SCRIPTED_WAITING_FOR_VM_FOOTAGE","wayland-x11-rescue-honest-limitation","YouTube Shorts","22","Compatibility: Honest limitation — wayland x11 rescue","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems. We will show both.","docs/EDITIONS.md — Sessions"
"DGR-VM-100","SCRIPTED_WAITING_FOR_VM_FOOTAGE","wayland-x11-rescue-founder-voice","Snapchat Spotlight","36","Compatibility: Founder-style voice — wayland x11 rescue","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. Dagric offers Plasma Wayland and a functioning X11 rescue session for older graphics problems. Here is the real interface, not a mockup.","docs/EDITIONS.md — Sessions"
"DGR-VM-101","SCRIPTED_WAITING_FOR_VM_FOOTAGE","snapshot-pairs-human-question","TikTok","18","Recovery: Human question — snapshot pairs","You might be wondering, “On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery.” Let’s look at the actual screen and the limitation that goes with it.","docs/TEST-REPORT.md — Snapshot recovery; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-102","SCRIPTED_WAITING_FOR_VM_FOOTAGE","snapshot-pairs-screen-first","Instagram Reels","14","Recovery: Screen first — snapshot pairs","Here it is on a running Dagric system: On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery.","Here it is on a running Dagric system: On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery.","docs/TEST-REPORT.md — Snapshot recovery; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-103","SCRIPTED_WAITING_FOR_VM_FOOTAGE","snapshot-pairs-three-beats","YouTube Shorts","24","Recovery: Three-beat explainer — snapshot pairs","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery.","docs/TEST-REPORT.md — Snapshot recovery; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-104","SCRIPTED_WAITING_FOR_VM_FOOTAGE","snapshot-pairs-owner-scenario","Snapchat Spotlight","30","Recovery: Owner scenario — snapshot pairs","Imagine this is the PC you already use.","Imagine this is the PC you already use. On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery. Here is the cautious way to try it.","docs/TEST-REPORT.md — Snapshot recovery; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-105","SCRIPTED_WAITING_FOR_VM_FOOTAGE","snapshot-pairs-myth-check","TikTok","20","Recovery: Myth check — snapshot pairs","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery.","docs/TEST-REPORT.md — Snapshot recovery; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-106","SCRIPTED_WAITING_FOR_VM_FOOTAGE","snapshot-pairs-quiet-demo","Instagram Reels","12","Recovery: Quiet demo — snapshot pairs","Watch the workflow.","Watch the workflow. On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery.","docs/TEST-REPORT.md — Snapshot recovery; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-107","SCRIPTED_WAITING_FOR_VM_FOOTAGE","snapshot-pairs-proof-card","YouTube Shorts","16","Recovery: Proof card — snapshot pairs","On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery.","On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery. The evidence path is included below so you can check it.","docs/TEST-REPORT.md — Snapshot recovery; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-108","SCRIPTED_WAITING_FOR_VM_FOOTAGE","snapshot-pairs-before-you-install","Snapchat Spotlight","27","Recovery: Before you install — snapshot pairs","Before you install anything, this is worth checking on your own hardware: On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery.","Before you install anything, this is worth checking on your own hardware: On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery.","docs/TEST-REPORT.md — Snapshot recovery; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-109","SCRIPTED_WAITING_FOR_VM_FOOTAGE","snapshot-pairs-honest-limitation","TikTok","22","Recovery: Honest limitation — snapshot pairs","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery. We will show both.","docs/TEST-REPORT.md — Snapshot recovery; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-110","SCRIPTED_WAITING_FOR_VM_FOOTAGE","snapshot-pairs-founder-voice","Instagram Reels","36","Recovery: Founder-style voice — snapshot pairs","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. On the default Btrfs installation, apt transactions create a pre/post snapshot pair and GRUB exposes snapshot recovery. Here is the real interface, not a mockup.","docs/TEST-REPORT.md — Snapshot recovery; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-111","SCRIPTED_WAITING_FOR_VM_FOOTAGE","software-store-install-human-question","YouTube Shorts","18","Daily use: Human question — software store install","You might be wondering, “Installing an application from the Software Store was verified end to end, including the authorization prompt.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “Installing an application from the Software Store was verified end to end, including the authorization prompt.” Let’s look at the actual screen and the limitation that goes with it.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-112","SCRIPTED_WAITING_FOR_VM_FOOTAGE","software-store-install-screen-first","Snapchat Spotlight","14","Daily use: Screen first — software store install","Here it is on a running Dagric system: Installing an application from the Software Store was verified end to end, including the authorization prompt.","Here it is on a running Dagric system: Installing an application from the Software Store was verified end to end, including the authorization prompt.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-113","SCRIPTED_WAITING_FOR_VM_FOOTAGE","software-store-install-three-beats","TikTok","24","Daily use: Three-beat explainer — software store install","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. Installing an application from the Software Store was verified end to end, including the authorization prompt.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-114","SCRIPTED_WAITING_FOR_VM_FOOTAGE","software-store-install-owner-scenario","Instagram Reels","30","Daily use: Owner scenario — software store install","Imagine this is the PC you already use.","Imagine this is the PC you already use. Installing an application from the Software Store was verified end to end, including the authorization prompt. Here is the cautious way to try it.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-115","SCRIPTED_WAITING_FOR_VM_FOOTAGE","software-store-install-myth-check","YouTube Shorts","20","Daily use: Myth check — software store install","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: Installing an application from the Software Store was verified end to end, including the authorization prompt.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-116","SCRIPTED_WAITING_FOR_VM_FOOTAGE","software-store-install-quiet-demo","Snapchat Spotlight","12","Daily use: Quiet demo — software store install","Watch the workflow.","Watch the workflow. Installing an application from the Software Store was verified end to end, including the authorization prompt.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-117","SCRIPTED_WAITING_FOR_VM_FOOTAGE","software-store-install-proof-card","TikTok","16","Daily use: Proof card — software store install","Installing an application from the Software Store was verified end to end, including the authorization prompt.","Installing an application from the Software Store was verified end to end, including the authorization prompt. The evidence path is included below so you can check it.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-118","SCRIPTED_WAITING_FOR_VM_FOOTAGE","software-store-install-before-you-install","Instagram Reels","27","Daily use: Before you install — software store install","Before you install anything, this is worth checking on your own hardware: Installing an application from the Software Store was verified end to end, including the authorization prompt.","Before you install anything, this is worth checking on your own hardware: Installing an application from the Software Store was verified end to end, including the authorization prompt.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-119","SCRIPTED_WAITING_FOR_VM_FOOTAGE","software-store-install-honest-limitation","YouTube Shorts","22","Daily use: Honest limitation — software store install","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. Installing an application from the Software Store was verified end to end, including the authorization prompt. We will show both.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-120","SCRIPTED_WAITING_FOR_VM_FOOTAGE","software-store-install-founder-voice","Snapchat Spotlight","36","Daily use: Founder-style voice — software store install","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. Installing an application from the Software Store was verified end to end, including the authorization prompt. Here is the real interface, not a mockup.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-121","SCRIPTED_WAITING_FOR_VM_FOOTAGE","printing-and-scanning-human-question","TikTok","18","Hardware: Human question — printing and scanning","You might be wondering, “Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support.” Let’s look at the actual screen and the limitation that goes with it.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-122","SCRIPTED_WAITING_FOR_VM_FOOTAGE","printing-and-scanning-screen-first","Instagram Reels","14","Hardware: Screen first — printing and scanning","Here it is on a running Dagric system: Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support.","Here it is on a running Dagric system: Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-123","SCRIPTED_WAITING_FOR_VM_FOOTAGE","printing-and-scanning-three-beats","YouTube Shorts","24","Hardware: Three-beat explainer — printing and scanning","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-124","SCRIPTED_WAITING_FOR_VM_FOOTAGE","printing-and-scanning-owner-scenario","Snapchat Spotlight","30","Hardware: Owner scenario — printing and scanning","Imagine this is the PC you already use.","Imagine this is the PC you already use. Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support. Here is the cautious way to try it.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-125","SCRIPTED_WAITING_FOR_VM_FOOTAGE","printing-and-scanning-myth-check","TikTok","20","Hardware: Myth check — printing and scanning","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-126","SCRIPTED_WAITING_FOR_VM_FOOTAGE","printing-and-scanning-quiet-demo","Instagram Reels","12","Hardware: Quiet demo — printing and scanning","Watch the workflow.","Watch the workflow. Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-127","SCRIPTED_WAITING_FOR_VM_FOOTAGE","printing-and-scanning-proof-card","YouTube Shorts","16","Hardware: Proof card — printing and scanning","Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support.","Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support. The evidence path is included below so you can check it.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-128","SCRIPTED_WAITING_FOR_VM_FOOTAGE","printing-and-scanning-before-you-install","Snapchat Spotlight","27","Hardware: Before you install — printing and scanning","Before you install anything, this is worth checking on your own hardware: Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support.","Before you install anything, this is worth checking on your own hardware: Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-129","SCRIPTED_WAITING_FOR_VM_FOOTAGE","printing-and-scanning-honest-limitation","TikTok","22","Hardware: Honest limitation — printing and scanning","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support. We will show both.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-130","SCRIPTED_WAITING_FOR_VM_FOOTAGE","printing-and-scanning-founder-voice","Instagram Reels","36","Hardware: Founder-style voice — printing and scanning","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. Both editions include CUPS, PDF printing, broad printer filters, scanning tools, and IPP-over-USB support. Here is the real interface, not a mockup.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-131","SCRIPTED_WAITING_FOR_VM_FOOTAGE","firmware-updates-human-question","YouTube Shorts","18","Maintenance: Human question — firmware updates","You might be wondering, “Fwupd is included so supported device firmware can appear through the Software Store.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “Fwupd is included so supported device firmware can appear through the Software Store.” Let’s look at the actual screen and the limitation that goes with it.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-132","SCRIPTED_WAITING_FOR_VM_FOOTAGE","firmware-updates-screen-first","Snapchat Spotlight","14","Maintenance: Screen first — firmware updates","Here it is on a running Dagric system: Fwupd is included so supported device firmware can appear through the Software Store.","Here it is on a running Dagric system: Fwupd is included so supported device firmware can appear through the Software Store.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-133","SCRIPTED_WAITING_FOR_VM_FOOTAGE","firmware-updates-three-beats","TikTok","24","Maintenance: Three-beat explainer — firmware updates","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. Fwupd is included so supported device firmware can appear through the Software Store.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-134","SCRIPTED_WAITING_FOR_VM_FOOTAGE","firmware-updates-owner-scenario","Instagram Reels","30","Maintenance: Owner scenario — firmware updates","Imagine this is the PC you already use.","Imagine this is the PC you already use. Fwupd is included so supported device firmware can appear through the Software Store. Here is the cautious way to try it.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-135","SCRIPTED_WAITING_FOR_VM_FOOTAGE","firmware-updates-myth-check","YouTube Shorts","20","Maintenance: Myth check — firmware updates","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: Fwupd is included so supported device firmware can appear through the Software Store.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-136","SCRIPTED_WAITING_FOR_VM_FOOTAGE","firmware-updates-quiet-demo","Snapchat Spotlight","12","Maintenance: Quiet demo — firmware updates","Watch the workflow.","Watch the workflow. Fwupd is included so supported device firmware can appear through the Software Store.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-137","SCRIPTED_WAITING_FOR_VM_FOOTAGE","firmware-updates-proof-card","TikTok","16","Maintenance: Proof card — firmware updates","Fwupd is included so supported device firmware can appear through the Software Store.","Fwupd is included so supported device firmware can appear through the Software Store. The evidence path is included below so you can check it.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-138","SCRIPTED_WAITING_FOR_VM_FOOTAGE","firmware-updates-before-you-install","Instagram Reels","27","Maintenance: Before you install — firmware updates","Before you install anything, this is worth checking on your own hardware: Fwupd is included so supported device firmware can appear through the Software Store.","Before you install anything, this is worth checking on your own hardware: Fwupd is included so supported device firmware can appear through the Software Store.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-139","SCRIPTED_WAITING_FOR_VM_FOOTAGE","firmware-updates-honest-limitation","YouTube Shorts","22","Maintenance: Honest limitation — firmware updates","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. Fwupd is included so supported device firmware can appear through the Software Store. We will show both.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-140","SCRIPTED_WAITING_FOR_VM_FOOTAGE","firmware-updates-founder-voice","Snapchat Spotlight","36","Maintenance: Founder-style voice — firmware updates","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. Fwupd is included so supported device firmware can appear through the Software Store. Here is the real interface, not a mockup.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-141","SCRIPTED_WAITING_FOR_VM_FOOTAGE","vpn-import-human-question","TikTok","18","Networking: Human question — vpn import","You might be wondering, “OpenVPN and OpenConnect import support is included in both editions.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “OpenVPN and OpenConnect import support is included in both editions.” Let’s look at the actual screen and the limitation that goes with it.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-142","SCRIPTED_WAITING_FOR_VM_FOOTAGE","vpn-import-screen-first","Instagram Reels","14","Networking: Screen first — vpn import","Here it is on a running Dagric system: OpenVPN and OpenConnect import support is included in both editions.","Here it is on a running Dagric system: OpenVPN and OpenConnect import support is included in both editions.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-143","SCRIPTED_WAITING_FOR_VM_FOOTAGE","vpn-import-three-beats","YouTube Shorts","24","Networking: Three-beat explainer — vpn import","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. OpenVPN and OpenConnect import support is included in both editions.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-144","SCRIPTED_WAITING_FOR_VM_FOOTAGE","vpn-import-owner-scenario","Snapchat Spotlight","30","Networking: Owner scenario — vpn import","Imagine this is the PC you already use.","Imagine this is the PC you already use. OpenVPN and OpenConnect import support is included in both editions. Here is the cautious way to try it.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-145","SCRIPTED_WAITING_FOR_VM_FOOTAGE","vpn-import-myth-check","TikTok","20","Networking: Myth check — vpn import","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: OpenVPN and OpenConnect import support is included in both editions.","docs/TEST-REPORT.md — Gap analysis"
