id,status,slug,platform,scheduler,publishAtAmericaChicago,durationSeconds,title,caption
"DGR-168","SCRIPTED_NOT_RENDERED","measured-accessibility-owner-story","Snapchat Spotlight","Later","2027-07-13T20:00:00","30","Supported, partially supported, and unsupported are listed separately. — Owner story","Owner story: Imagine this is the PC you already own. Measured, not promised. Supported, partially supported, and unsupported are listed separately. Dagric publ…"
"DGR-167","SCRIPTED_NOT_RENDERED","measured-accessibility-decision-guide","YouTube Shorts","Later","2027-07-16T16:00:00","24","Supported, partially supported, and unsupported are listed separately. — Decision guide","Decision guide: Is this the right choice for your PC? Start with accessibility. Supported, partially supported, and unsupported are listed separately. Dagric publishes an accessibility conformance report, including known limitations instead of hiding them. Read the accessibility report: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-172","SCRIPTED_NOT_RENDERED","human-support-three-point-check","Snapchat Spotlight","Later","2027-07-20T20:00:00","12","A support page, bug form, and human email route. — Three-point check","Three-point check: Three things to verify about support. A support page, bug form, and human email route. Common fixes are public, and support messages can be…"
"DGR-170","SCRIPTED_NOT_RENDERED","human-support-show-the-screen","Instagram Reels","Later","2027-07-21T18:00:00","27","A support page, bug form, and human email route. — Show the screen","Show the screen: Do not take our word for it—look at support on the actual desktop. A support page, bug form, and human email route. Common fixes are public, and support messages can be sent through the site or to support at dagric dot com. Start with the public guide: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-173","SCRIPTED_NOT_RENDERED","human-support-claim-and-proof","TikTok","Later","2027-07-25T09:00:00","18","A support page, bug form, and human email route. — Claim and proof","Claim and proof: A support page, bug form, and human email route. Here is the proof path. A support page, bug form, and human email route. Common fixes are public, and support messages can be sent through the site or to support at dagric dot com. Start with the public guide: https://dagric.com #DagricOS #Linux #PC"
"DGR-176","SCRIPTED_NOT_RENDERED","human-support-owner-story","Snapchat Spotlight","Later","2027-07-27T20:00:00","15","A support page, bug form, and human email route. — Owner story","Owner story: Imagine this is the PC you already own. When the guide is not enough. A support page, bug form, and human email route. Common fixes are public, an…"
"DGR-180","SCRIPTED_NOT_RENDERED","secure-boot-three-point-check","Snapchat Spotlight","Later","2027-08-03T20:00:00","18","Secure Boot and legacy BIOS are both supported paths. — Three-point check","Three-point check: Three things to verify about firmware. Secure Boot and legacy BIOS are both supported paths. The live USB is the fastest way to confirm the…"
"DGR-179","SCRIPTED_NOT_RENDERED","secure-boot-before-you-switch","YouTube Shorts","Later","2027-08-06T16:00:00","12","Secure Boot and legacy BIOS are both supported paths. — Before you switch","Before you switch: Before you switch a PC, check this: modern or older pcs. Secure Boot and legacy BIOS are both supported paths. The live USB is the fastest way to confirm the exact firmware and hardware combination on your machine. Test your own PC first: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-184","SCRIPTED_NOT_RENDERED","secure-boot-owner-story","Snapchat Spotlight","Later","2027-08-10T20:00:00","21","Secure Boot and legacy BIOS are both supported paths. — Owner story","Owner story: Imagine this is the PC you already own. Modern or older PCs. Secure Boot and legacy BIOS are both supported paths. The live USB is the fastest way…"
"DGR-182","SCRIPTED_NOT_RENDERED","secure-boot-common-question","Instagram Reels","Later","2027-08-11T18:00:00","30","Secure Boot and legacy BIOS are both supported paths. — Common question","Common question: A common Dagric question: secure boot and legacy bios are both supported paths. Secure Boot and legacy BIOS are both supported paths. The live USB is the fastest way to confirm the exact firmware and hardware combination on your machine. Test your own PC first: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-185","SCRIPTED_NOT_RENDERED","debian-kde-foundation-plain-answer","TikTok","Later","2027-08-15T09:00:00","36","Debian 13 underneath. KDE Plasma on the desktop. — Plain answer","Plain answer: Foundation: here is the plain answer. Debian 13 underneath. KDE Plasma on the desktop. Dagric integrates, configures, hardens, and supports established open-source components rather than hiding the foundation. See the licenses and source: https://dagric.com #DagricOS #Linux #PC"
"DGR-188","SCRIPTED_NOT_RENDERED","debian-kde-foundation-three-point-check","Snapchat Spotlight","Later","2027-08-17T20:00:00","24","Debian 13 underneath. KDE Plasma on the desktop. — Three-point check","Three-point check: Three things to verify about foundation. Debian 13 underneath. KDE Plasma on the desktop. Dagric integrates, configures, hardens, and suppor…"
"DGR-192","SCRIPTED_NOT_RENDERED","debian-kde-foundation-owner-story","Snapchat Spotlight","Later","2027-08-24T20:00:00","27","Debian 13 underneath. KDE Plasma on the desktop. — Owner story","Owner story: Imagine this is the PC you already own. What Dagric is built on. Debian 13 underneath. KDE Plasma on the desktop. Dagric integrates, configures, h…"
"DGR-191","SCRIPTED_NOT_RENDERED","debian-kde-foundation-decision-guide","YouTube Shorts","Later","2027-08-27T16:00:00","21","Debian 13 underneath. KDE Plasma on the desktop. — Decision guide","Decision guide: Is this the right choice for your PC? Start with foundation. Debian 13 underneath. KDE Plasma on the desktop. Dagric integrates, configures, hardens, and supports established open-source components rather than hiding the foundation. See the licenses and source: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-196","SCRIPTED_NOT_RENDERED","upgrade-free-to-pro-three-point-check","Snapchat Spotlight","Later","2027-08-31T20:00:00","30","Upgrade in place without reinstalling. — Three-point check","Three-point check: Three things to verify about upgrade. Upgrade in place without reinstalling. Buy Pro, open Dagric Hub, paste the receipt code, and keep the…"
"DGR-194","SCRIPTED_NOT_RENDERED","upgrade-free-to-pro-show-the-screen","Instagram Reels","Later","2027-09-01T18:00:00","18","Upgrade in place without reinstalling. — Show the screen","Show the screen: Do not take our word for it—look at upgrade on the actual desktop. Upgrade in place without reinstalling. Buy Pro, open Dagric Hub, paste the receipt code, and keep the existing files and settings. Download everything before installation begins: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-197","SCRIPTED_NOT_RENDERED","upgrade-free-to-pro-claim-and-proof","TikTok","Later","2027-09-05T09:00:00","15","Upgrade in place without reinstalling. — Claim and proof","Claim and proof: Upgrade in place without reinstalling. Here is the proof path. Upgrade in place without reinstalling. Buy Pro, open Dagric Hub, paste the receipt code, and keep the existing files and settings. Download everything before installation begins: https://dagric.com #DagricOS #Linux #PC"
"DGR-200","SCRIPTED_NOT_RENDERED","upgrade-free-to-pro-owner-story","Snapchat Spotlight","Later","2027-09-07T20:00:00","36","Upgrade in place without reinstalling. — Owner story","Owner story: Imagine this is the PC you already own. Start Free, decide later. Upgrade in place without reinstalling. Buy Pro, open Dagric Hub, paste the recei…"
